False	15	167.953125	2311.25
False	15	170.015625	2327.0
False	15	172.109375	2356.0
False	15	174.140625	2373.75
False	15	176.21875	2397.25
False	15	178.265625	2429.5
False	15	180.15625	2460.25
False	15	182.171875	2505.75
False	15	184.21875	2559.25
False	0	193.671875	0.0
False	13	188.0	5234.5
False	14	190.0625	5018.25
False	14	192.140625	4767.5
False	15	194.171875	4590.25
False	15	196.234375	4282.5
False	15	198.453125	2998.0
False	15	200.515625	2774.25
False	15	202.6875	2564.0
False	15	204.78125	2374.25
False	15	206.734375	2848.25
False	15	208.828125	2679.5
False	15	210.921875	2589.25
False	15	212.96875	2525.75
False	15	215.0625	2464.0
False	15	217.109375	2404.0
False	15	219.1875	2343.25
False	15	221.203125	2401.0
False	15	223.203125	2582.25
False	15	225.25	2784.75
False	15	227.1875	2817.0
False	15	229.234375	2773.5
False	15	231.25	2745.25
False	15	233.296875	2714.0
False	15	235.359375	2698.75
False	15	237.4375	2675.0
False	15	239.4375	2650.25
False	15	241.484375	2642.25
False	15	243.546875	2643.25
False	15	245.78125	1991.25
False	15	247.8125	2033.25
False	15	249.8125	2089.5
False	15	251.828125	2187.25
False	15	253.734375	2644.25
False	15	255.8125	2652.75
False	15	257.796875	2660.0
False	15	259.84375	2700.5
False	15	261.9375	2553.75
False	15	263.953125	2544.0
False	15	266.0625	2381.0
False	15	268.21875	2019.75
False	15	270.296875	1926.25
False	15	272.40625	1765.0
False	15	274.515625	1627.75
False	15	276.796875	1512.75
False	15	278.9375	1413.0
False	15	281.03125	1326.75
False	15	283.109375	1250.5
False	15	285.296875	1185.75
False	15	287.40625	1128.75
False	15	289.453125	1078.5
False	15	291.578125	1030.5
False	15	293.78125	987.75
False	15	295.859375	950.5
False	15	297.984375	919.25
False	15	299.765625	890.25
False	15	301.953125	861.0
False	15	303.96875	835.25
False	15	306.078125	814.25
False	15	308.15625	796.75
False	15	310.171875	779.0
False	15	312.359375	764.5
False	15	314.453125	749.25
False	15	316.421875	736.0
False	15	318.578125	708.5
False	15	320.65625	715.0
False	15	322.671875	707.25
False	15	325.0	699.75
False	15	327.015625	692.75
False	15	329.046875	688.5
False	15	331.125	683.75
False	15	333.234375	680.5
False	15	335.234375	678.75
False	15	337.3125	678.0
False	15	339.296875	677.25
False	15	341.375	680.0
False	15	343.546875	679.75
False	15	345.515625	683.75
False	15	347.484375	688.0
False	15	349.53125	693.0
True	15	351.484375	699.0
False	15	353.59375	705.5
False	15	355.625	713.0
False	15	357.5625	725.0
False	15	359.5625	733.25
False	15	1.625	746.75
False	15	3.65625	759.0
False	15	5.6875	775.75
False	15	7.6875	791.75
False	15	9.5625	810.75
False	15	11.59375	830.75
False	15	13.5625	854.25
False	15	15.546875	879.75
False	15	17.640625	908.0
False	15	19.609375	935.25
False	15	21.5625	971.0
False	15	23.609375	1007.5
False	15	25.5	1050.0
False	15	27.5	1093.75
False	15	29.546875	1144.75
False	15	31.453125	1206.5
False	15	33.46875	1274.75
False	15	35.578125	1350.25
False	15	37.609375	1435.25
False	15	39.578125	1533.0
False	15	41.546875	1631.5
False	10	43.640625	1554.0
False	15	45.765625	1546.75
False	15	47.5	2130.0
False	15	49.578125	2132.75
False	15	51.609375	2177.0
False	13	53.59375	2436.5
False	15	55.609375	2656.75
False	15	57.6875	2696.5
False	15	59.484375	2693.25
False	15	61.515625	2675.75
False	15	63.5625	2708.25
False	15	65.59375	2654.0
False	15	67.640625	2662.0
False	15	69.671875	2710.0
False	15	71.703125	2685.5
False	15	73.71875	2789.5
False	15	75.734375	2807.5
False	12	77.8125	2778.25
False	15	79.8125	2806.25
False	15	81.84375	2811.75
False	15	84.15625	2808.75
False	15	86.21875	2780.75
False	15	88.296875	2812.75
False	15	90.296875	2962.5
False	12	92.390625	2933.25
False	15	94.4375	2955.75
False	14	96.5	3020.0
False	13	98.5	3135.0
False	11	100.5625	3167.25
False	15	102.640625	3218.0
False	15	104.671875	3300.75
False	15	106.609375	3443.0
False	15	108.640625	3512.25
False	15	110.703125	3386.75
False	15	112.75	3261.0
False	15	114.8125	3133.5
False	15	116.890625	3036.75
False	15	118.9375	2946.5
False	15	121.03125	2868.0
False	15	123.078125	2786.0
False	15	125.109375	2714.0
False	15	127.1875	2647.0
False	15	129.25	2597.5
False	15	131.296875	2554.25
False	15	133.328125	2500.5
False	15	135.375	2459.5
False	15	137.453125	2412.0
False	15	139.515625	2369.25
False	15	141.53125	2355.25
False	15	143.59375	2329.0
False	15	145.65625	2305.75
False	15	147.703125	2309.0
False	15	149.765625	2285.75
False	15	151.78125	2284.25
False	15	153.8125	2278.75
False	15	156.09375	2277.0
False	15	158.140625	2276.25
False	15	160.1875	2278.75
False	15	162.265625	2285.5
False	15	164.34375	2288.25
False	15	166.375	2293.25
False	15	168.453125	2314.0
False	15	170.515625	2326.0
False	15	172.546875	2359.5
False	15	174.625	2381.5
False	15	176.640625	2401.0
False	15	178.703125	2444.25
False	15	180.609375	2475.75
False	15	182.625	2516.0
False	15	184.6875	2556.25
False	0	194.140625	0.0
False	13	188.46875	5206.25
False	14	190.546875	4961.0
False	14	192.609375	4663.5
False	15	194.671875	4484.25
False	15	196.71875	4229.75
False	15	198.9375	2967.0
False	15	201.03125	2715.0
False	15	203.203125	2505.25
False	15	205.3125	2326.5
False	15	207.25	2805.0
False	15	209.34375	2659.25
False	15	211.421875	2579.5
False	15	213.484375	2506.75
False	15	215.53125	2431.5
False	15	217.609375	2375.0
False	15	219.6875	2313.25
False	15	221.703125	2449.25
False	15	223.71875	2643.75
False	15	225.75	2825.5
False	15	227.671875	2808.75
False	15	229.71875	2769.0
False	15	231.78125	2732.0
False	15	233.859375	2711.0
False	15	235.890625	2696.5
False	15	237.953125	2672.25
False	15	239.984375	2651.75
False	15	242.03125	2641.5
False	15	244.078125	2622.5
False	15	246.28125	1984.0
False	15	248.28125	2052.25
False	15	250.359375	2121.75
False	15	252.265625	2617.75
False	15	254.3125	2628.25
False	15	256.359375	2652.75
False	15	258.390625	2668.5
False	15	260.390625	2689.5
False	15	262.5	2530.5
False	15	264.546875	2549.25
False	0	274.0	0.0
False	15	268.765625	2009.75
False	15	270.84375	1875.25
False	15	272.953125	1715.0
False	15	275.25	1594.5
False	15	277.375	1480.75
